,zcr,ste,prom,rms,peak,cent,rolloff,rough
0,-0.9065298277761487,0.17289340402867737,,0.3279523591885528,0.1369496633165215,-0.5525630603219366,0.19349620135957066,1
1,-0.5066647658516071,0.2230484928676618,,0.3852526916023536,0.1928464631448305,-0.46704565438869194,-0.024683738660992906,1
2,-0.7807658163643976,0.504999425541243,,0.6942635785707625,0.1928464631448305,-0.3082845894760434,-0.3771282571557521,1
3,-1.5417993213175576,1.0641630539753535,,1.2532014629696613,-0.17979857157017365,-0.7631648050198251,-0.343562112537204,1
4,-0.9952095794126397,0.6164266554941271,,0.8108716755963361,-0.17979857157017365,-1.5218131213401624,-1.4764194934132135,1
5,0.9686438295554706,-0.29649160089417403,,-0.2509509527372829,2.391451741584353,-0.689019799012361,0.008882405957555212,1
6,2.0328008491933627,-0.5133891413045065,,-0.5514968923797313,2.391451741584353,1.6506805562045181,0.6955897812786922,1
7,0.32208782216941756,-0.2445235122061578,,-0.18248904537586333,-0.06055216442768861,3.068077695217463,1.1599214485019447,1
8,-1.449894851439739,0.5880610784689404,,0.7814592587089296,0.04378842942724735,-0.4480927124163509,0.13755262699532325,1
9,-1.7562430843657988,1.4404777441750556,,1.5978163742180815,0.04378842942724735,-1.592908059121757,-1.304393002243152,1
10,-0.6759624735212718,1.0080920404211098,,1.19988441084334,0.04378842942724735,-1.4543257943761847,-1.5169785848272928,1
11,0.3640091593066682,-0.037550793366544204,,0.07867827516377811,0.04378842942724735,1.048688894474457,0.723561568460816,1
12,-0.41153557773246263,-0.20752793879450618,,-0.13449792902882227,-0.012108370401061651,0.14918188668323298,0.22426516725990736,1
13,-0.9645747561200341,-0.0560497922939712,,0.056026429679338095,-0.012108370401061651,-0.07658605507485722,0.4662211263852767,1
14,-1.1370971820310254,0.18232303406856307,,0.33878364567264413,-0.26178044549378604,-0.40619253839568725,0.21587363110526991,1
15,-0.4357209645424147,-0.08225186876911336,,0.023721899580570315,-0.26178044549378604,-0.8594137133544084,-0.02748091737920591,1
16,0.4220540876505527,-0.6297641321352263,,-0.7242350712398778,-0.3549416793830602,0.19389222183222368,0.3193692436791273,1
17,0.11731821384515667,-0.5796187319835912,,-0.6486984252901083,-0.3549416793830602,0.24914243373189346,0.4732140731808076,1
18,-0.022957029652565294,-0.47154889785890797,,-0.4914934692106237,-0.3959326659238201,0.004294424021884001,0.3809071754798007,1
19,0.004453075398713564,-0.4616090244453357,,-0.47739053464176895,-0.3959326659238201,0.09985235582179634,0.4788084306172336,1
20,0.49138552983908224,-0.5127089115194247,,-0.5505129280888996,-0.41829133627619,0.027966830349376894,0.4172704988165602,1
21,0.6606832375087469,-0.04327969811631084,,0.07167688617807036,-0.07173152439335041,-0.1322865793352241,0.24524400764650012,1
22,0.2108350428436383,0.9298274670778011,,1.1245293425978453,0.10341158341953612,-0.6896705810508155,-0.896004909384147,1
23,0.36723387754799497,0.7612267750834102,,0.958276429731164,0.10341158341953612,-1.0192453318319197,-2.419068721450782,1
24,0.9138236194529119,-0.052987533194028595,,0.0597849496588575,-0.23569537139848265,-0.7304912143514232,-1.3127845383977894,1
25,0.6558461601467562,0.009050849276424777,,0.1351863625779885,-0.3623945860268347,0.05628453752591548,-0.2834227700956371,1
26,0.01735194836402153,0.08979228520922493,,0.2312890324622115,-0.40711197631052815,-0.7131495799596403,-1.6386558590695315,1
27,-0.4389456827837415,-0.12960359535666358,,-0.03533222055578245,-0.433197149563739,-0.45065504076726287,-0.26244392970904434,1
28,-0.8694455680008886,-0.06516878501859134,,0.04481318126037802,0.5319532196470342,-0.16870806865328963,0.37251563932516324,1
29,-0.018119952290575607,0.39366168319172784,,0.5747560740096817,1.4859244767869146,-0.2161612870372636,0.31097770752449144,0
30,0.5010596845630634,0.10564358988918365,,0.24989854449152413,1.4859244767869146,1.7880212186403899,1.2871930801806077,0
31,0.3253125404107443,-0.1339531090172869,,-0.04080126935520986,2.9504195415516277,-0.0020390510930270436,0.3823057648389056,0
32,0.8686775640743345,-0.2758119642379724,,-0.223557720074114,2.9504195415516277,2.7206094104757734,1.084397623110211,1
33,1.331424631704752,-0.8575806797364577,,-1.0923409820097878,-0.6120667602774665,0.2752905097268712,0.4732140731808076,0
